Store,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,CPI,Unemployment,Markdown
1,2010-09-03,760127.41,False,81.21,2.577,211.5312479,7.787,0.0
1,2010-09-10,823495.9,True,78.69,2.565,211.4951902,7.787,0.0
1,2010-09-17,774072.41,False,82.11,2.582,211.5224596,7.787,0.0
1,2010-09-24,744810.11,False,80.94,2.624,211.5972246,7.787,0.0
1,2010-10-01,806070.77,False,71.89,2.603,211.6719895,7.838,0.0
1,2010-10-08,833926.93,False,63.93,2.633,211.7467544,7.838,0.0
1,2010-10-15,796529.09,False,67.18,2.72,211.8137436,7.838,0.0
1,2010-10-22,756001.29,False,69.86,2.725,211.8612937,7.838,0.0
1,2010-10-29,799144.62,False,69.64,2.716,211.9088438,7.838,0.0
1,2010-11-05,796672.13,False,58.74,2.689,211.9563939,7.838,0.0
1,2010-11-12,823171.0,False,59.61,2.728,212.003944,7.838,0.0
1,2010-11-19,808785.98,False,51.41,2.771,211.8896737,7.838,0.0
1,2010-11-26,935154.96,True,64.52,2.735,211.7484333,7.838,0.0
1,2010-12-03,787806.74,False,49.27,2.708,211.607193,7.838,0.0
1,2010-12-10,916724.12,False,46.33,2.843,211.4659526,7.838,0.0
1,2010-12-17,923977.05,False,49.84,2.869,211.4053124,7.838,0.0
1,2010-12-24,773796.62,False,52.33,2.886,211.4051222,7.838,0.0
1,2010-12-31,819297.8,True,48.43,2.943,211.4049321,7.838,0.0
1,2011-01-07,729546.3,False,48.27,2.976,211.4047419,7.742,0.0
1,2011-01-14,713628.89,False,35.4,2.983,211.4574109,7.742,0.0
1,2011-01-21,697156.67,False,44.04,3.016,211.8272343,7.742,0.0
1,2011-01-28,676851.09,False,43.83,3.01,212.1970577,7.742,0.0
1,2011-02-04,772390.07,False,42.27,2.989,212.5668812,7.742,0.0
1,2011-02-11,777788.94,True,36.39,3.022,212.9367046,7.742,0.0
1,2011-02-18,837568.87,False,57.36,3.045,213.2478853,7.742,0.0
1,2011-02-25,752445.04,False,62.9,3.065,213.535609,7.742,0.0
1,2011-03-04,783465.89,False,59.58,3.288,213.8233327,7.742,0.0
1,2011-03-11,773934.97,False,53.56,3.459,214.1110564,7.742,0.0
1,2011-03-18,847719.19,False,62.76,3.488,214.3627114,7.742,0.0
1,2011-03-25,858691.97,False,69.97,3.473,214.5999389,7.742,0.0
1,2011-04-01,810168.92,False,59.17,3.524,214.8371664,7.682,0.0
1,2011-04-08,750732.93,False,67.84,3.622,215.0743939,7.682,0.0
1,2011-04-15,814785.59,False,71.27,3.743,215.2918561,7.682,0.0
1,2011-04-22,813296.35,False,72.99,3.807,215.4599053,7.682,0.0
1,2011-04-29,783680.12,False,72.03,3.81,215.6279544,7.682,0.0
1,2011-05-06,808487.44,False,64.61,3.906,215.7960035,7.682,0.0
1,2011-05-13,827692.25,False,75.64,3.899,215.9640526,7.682,0.0
1,2011-05-20,784909.15,False,67.63,3.907,215.7339202,7.682,0.0
1,2011-05-27,839477.07,False,77.72,3.786,215.5037878,7.682,0.0
1,2011-06-03,828302.15,False,83.0,3.699,215.2736553,7.682,0.0
1,2011-06-10,829544.89,False,83.13,3.648,215.0435229,7.682,0.0
1,2011-06-17,843882.01,False,86.41,3.637,214.9980596,7.682,0.0
1,2011-06-24,823341.64,False,83.58,3.594,215.0910982,7.682,0.0
1,2011-07-01,785803.13,False,85.55,3.524,215.1841368,7.962,0.0
1,2011-07-08,790566.58,False,85.83,3.48,215.2771754,7.962,0.0
1,2011-07-15,768152.25,False,88.54,3.575,215.3611087,7.962,0.0
1,2011-07-22,768769.85,False,85.77,3.651,215.4222784,7.962,0.0
1,2011-07-29,757217.79,False,86.83,3.682,215.4834482,7.962,0.0
1,2011-08-05,787863.11,False,91.65,3.684,215.544618,7.962,0.0
1,2011-08-12,816642.58,False,90.76,3.638,215.6057878,7.962,0.0
1,2011-08-19,841354.31,False,89.94,3.554,215.6693107,7.962,0.0
1,2011-08-26,695428.0700000001,False,87.96,3.523,215.7332258,7.962,0.0
1,2011-09-02,742714.26,False,87.83,3.533,215.7971409,7.962,0.0
1,2011-09-09,764948.72,True,76.0,3.546,215.861056,7.962,0.0
1,2011-09-16,791484.51,False,79.94,3.526,216.0410526,7.962,0.0
1,2011-09-23,743159.56,False,75.8,3.467,216.3758246,7.962,0.0
1,2011-09-30,721274.01,False,79.69,3.355,216.7105965,7.962,0.0
1,2011-10-07,768573.49,False,69.31,3.285,217.0453684,7.866,0.0
1,2011-10-14,802174.87,False,71.74,3.274,217.3552733,7.866,0.0
1,2011-10-21,788112.86,False,63.71,3.353,217.5159762,7.866,0.0
1,2011-10-28,783585.38,False,66.57,3.372,217.6766791,7.866,0.0
1,2011-11-04,787306.07,False,54.98,3.332,217.837382,7.866,0.0
1,2011-11-11,865001.39,False,59.11,3.297,217.9980849,7.866,25671.68
1,2011-11-18,820199.9,False,62.25,3.308,218.2205088,7.866,12796.45
1,2011-12-02,784138.68,False,48.91,3.172,218.7147333,7.866,29655.58
1,2011-12-09,862379.0,False,43.93,3.158,218.9618456,7.866,22865.91
1,2011-12-16,960779.84,False,51.63,3.159,219.1794533,7.866,9662.849999999999
1,2011-12-23,927159.86,False,47.96,3.112,219.3577216,7.866,6164.87
1,2012-01-13,735538.61,False,48.53,3.261,219.8925263,7.348,17423.86
1,2012-01-20,718184.92,False,54.11,3.268,219.9856893,7.348,10881.77
1,2012-01-27,701748.08,False,54.26,3.29,220.0788523,7.348,3524.39
1,2012-02-24,782615.96,False,57.25,3.555,220.636902,7.348,26272.330000000005
1,2012-03-09,783773.64,False,58.76,3.669,221.0591887,7.348,16670.190000000002
1,2012-03-16,844644.22,False,64.74,3.734,221.2118132,7.348,9050.02
1,2012-03-23,858040.47,False,65.93,3.787,221.2864126,7.348,10216.95
1,2012-03-30,814758.86,False,67.61,3.845,221.3610119,7.348,14617.28
1,2012-04-06,861574.36,False,70.43,3.891,221.4356112,7.143,18461.26
1,2012-04-13,799395.51,False,69.07,3.891,221.5102105,7.143,12378.279999999999
1,2012-04-20,843663.9,False,66.76,3.877,221.5640737,7.143,8884.800000000001
1,2012-04-27,828826.0,False,67.23,3.814,221.6179368,7.143,10056.13
1,2012-05-04,851149.34,False,75.55,3.749,221.6718,7.143,29598.410000000003
1,2012-05-11,846994.99,False,73.77,3.688,221.7256632,7.143,13932.939999999999
1,2012-05-18,825095.89,False,70.33,3.63,221.742674,7.143,13382.92
1,2012-05-25,845228.9,False,77.22,3.561,221.744944,7.143,9845.67
1,2012-06-01,833593.51,False,77.95,3.501,221.7472139,7.143,10308.32
1,2012-06-08,844971.93,False,78.3,3.452,221.7494839,7.143,18809.109999999997
1,2012-06-15,843668.2000000001,False,79.35,3.393,221.7626421,7.143,11235.380000000001
1,2012-06-22,876180.3099999999,False,78.39,3.346,221.8030211,7.143,18386.61
1,2012-06-29,783784.37,False,84.88,3.286,221.8434,7.143,8776.29
1,2012-07-06,829543.07,False,81.57,3.227,221.8837789,6.908,22721.04
1,2012-07-13,770907.41,False,77.12,3.256,221.9241579,6.908,13805.32
1,2012-07-20,774243.62,False,80.42,3.311,221.9327267,6.908,9026.460000000001
1,2012-07-27,759955.1900000001,False,82.66,3.407,221.9412954,6.908,22130.24
1,2012-08-10,807727.5800000001,False,85.05,3.494,221.9584329,6.908,23488.550000000003
1,2012-08-17,807408.99,False,84.85,3.571,222.0384109,6.908,10003.11
1,2012-08-24,805210.22,False,77.66,3.62,222.1719457,6.908,17952.14
1,2012-09-07,839783.6,True,83.96,3.73,222.4390153,6.908,12148.85
1,2012-09-14,791835.88,False,74.97,3.717,222.5820193,6.908,26754.140000000003
1,2012-09-21,720158.71,False,69.87,3.721,222.7818386,6.908,13831.400000000001
1,2012-09-28,758790.26,False,76.08,3.666,222.9816579,6.908,9837.8
1,2012-10-05,715321.55,False,68.55,3.617,223.1814772,6.573,15339.68
1,2012-10-12,844457.34,False,62.99,3.601,223.3812965,6.573,8623.1
1,2012-10-19,774581.41,False,67.97,3.594,223.4257233,6.573,3348.3599999999997
1,2012-10-26,800663.24,False,69.16,3.506,223.4442513,6.573,4985.77
2,2010-02-05,863961.59,False,40.19,2.572,210.7526053,8.324,0.0
2,2010-02-12,988726.51,True,38.49,2.548,210.8979935,8.324,0.0
2,2010-02-19,930252.52,False,39.69,2.514,210.9451605,8.324,0.0
2,2010-02-26,824238.51,False,46.1,2.561,210.9759573,8.324,0.0
2,2010-03-05,902761.16,False,47.17,2.625,211.0067542,8.324,0.0
2,2010-03-12,869138.61,False,57.56,2.667,211.037551,8.324,0.0
2,2010-03-19,907865.7,False,54.52,2.72,210.8733316,8.324,0.0
2,2010-03-26,788260.12,False,51.26,2.732,210.6766095,8.324,0.0
2,2010-04-02,833807.52,False,63.27,2.719,210.4798874,8.2,0.0
2,2010-04-09,858565.3200000001,False,65.41,2.77,210.2831653,8.2,0.0
2,2010-04-16,801757.67,False,68.07,2.808,210.1495463,8.2,0.0
2,2010-04-23,785355.88,False,65.11,2.795,210.1000648,8.2,0.0
2,2010-04-30,831383.48,False,66.98,2.78,210.0505833,8.2,0.0
2,2010-05-07,859436.5,False,71.28,2.835,210.0011018,8.2,0.0
2,2010-05-14,911017.4400000001,False,73.31,2.854,209.9984585,8.2,0.0
2,2010-05-21,888601.81,False,74.83,2.826,210.2768443,8.2,0.0
2,2010-05-28,785522.95,False,81.13,2.759,210.5552301,8.2,0.0
2,2010-06-04,822602.85,False,81.81,2.705,210.833616,8.2,0.0
2,2010-06-11,901496.0599999999,False,83.4,2.668,211.1120018,8.2,0.0
2,2010-06-18,878140.97,False,85.81,2.637,211.1096543,8.2,0.0
2,2010-06-25,837700.03,False,86.26,2.653,210.9950134,8.2,0.0
2,2010-07-02,892962.9199999999,False,82.74,2.669,210.8803726,8.099,0.0
2,2010-07-09,820795.25,False,82.59,2.642,210.7657317,8.099,0.0
2,2010-07-16,844416.82,False,85.32,2.623,210.7577954,8.099,0.0
2,2010-07-23,885857.73,False,87.66,2.608,210.8921319,8.099,0.0
2,2010-07-30,895208.56,False,83.49,2.64,211.0264684,8.099,0.0
2,2010-08-06,885785.85,False,89.53,2.627,211.1608049,8.099,0.0
2,2010-08-13,920896.1,False,89.05,2.692,211.2951413,8.099,0.0
2,2010-08-20,894706.55,False,88.7,2.664,211.2596586,8.099,0.0
2,2010-08-27,827213.59,False,87.12,2.619,211.2241759,8.099,0.0
2,2010-09-03,760790.66,False,81.83,2.577,211.1886931,8.099,0.0
2,2010-09-10,813141.38,True,79.09,2.565,211.1532104,8.099,0.0
2,2010-09-17,801333.72,False,82.05,2.582,211.1806415,8.099,0.0
2,2010-09-24,760470.38,False,81.79,2.624,211.2552578,8.099,0.0
2,2010-10-01,839866.51,False,69.24,2.603,211.3298742,8.163,0.0
2,2010-10-08,844631.55,False,63.19,2.633,211.4044906,8.163,0.0
2,2010-10-15,892821.77,False,65.8,2.72,211.4713286,8.163,0.0
2,2010-10-22,832023.65,False,68.5,2.725,211.5187208,8.163,0.0
2,2010-10-29,841425.05,False,66.24,2.716,211.5661131,8.163,0.0
2,2010-11-05,848438.1,False,57.85,2.689,211.6135053,8.163,0.0
2,2010-11-12,858662.64,False,59.69,2.728,211.6608975,8.163,0.0
2,2010-11-19,792589.74,False,50.81,2.771,211.5470304,8.163,0.0
2,2010-11-26,886583.1,True,62.98,2.735,211.4062867,8.163,0.0
2,2010-12-03,858708.97,False,49.33,2.708,211.265543,8.163,0.0
2,2010-12-10,937738.76,False,45.5,2.843,211.1247993,8.163,0.0
2,2010-12-17,893396.9,False,47.55,2.869,211.0645458,8.163,0.0
2,2010-12-24,835355.33,False,49.97,2.886,211.0646599,8.163,0.0
2,2010-12-31,878871.77,True,47.3,2.943,211.064774,8.163,0.0
2,2011-01-07,719149.91,False,44.69,2.976,211.0648881,8.028,0.0
2,2011-01-14,755610.5700000001,False,33.02,2.983,211.1176713,8.028,0.0
2,2011-01-21,725140.99,False,41.4,3.016,211.4864691,8.028,0.0
2,2011-01-28,761690.45,False,42.83,3.01,211.8552668,8.028,0.0
2,2011-02-04,875968.3,False,38.25,2.989,212.2240646,8.028,0.0
2,2011-02-11,859631.98,True,33.19,3.022,212.5928624,8.028,0.0
2,2011-02-18,931538.58,False,57.83,3.045,212.9033115,8.028,0.0
2,2011-02-25,823275.09,False,60.8,3.065,213.190421,8.028,0.0
2,2011-03-04,859585.17,False,57.77,3.288,213.4775305,8.028,0.0
2,2011-03-11,870781.5,False,52.7,3.459,213.7646401,8.028,0.0
2,2011-03-18,875356.89,False,62.32,3.488,214.0156238,8.028,0.0
2,2011-03-25,818441.67,False,69.42,3.473,214.2521573,8.028,0.0
2,2011-04-01,862715.46,False,55.43,3.524,214.4886908,7.931,0.0
2,2011-04-08,831904.94,False,67.0,3.622,214.7252242,7.931,0.0
2,2011-04-15,873696.07,False,69.48,3.743,214.9420631,7.931,0.0
2,2011-04-22,851173.09,False,69.39,3.807,215.1096657,7.931,0.0
2,2011-04-29,809572.22,False,69.21,3.81,215.2772683,7.931,0.0
2,2011-05-06,878316.51,False,61.48,3.906,215.4448709,7.931,0.0
2,2011-05-13,877294.12,False,74.61,3.899,215.6124735,7.931,0.0
2,2011-05-20,777078.04,False,67.14,3.907,215.3834778,7.931,0.0
2,2011-05-27,854263.45,False,76.42,3.786,215.1544822,7.931,0.0
2,2011-06-03,865746.31,False,83.07,3.699,214.9254865,7.931,0.0
2,2011-06-10,865240.12,False,83.4,3.648,214.6964908,7.931,0.0
2,2011-06-17,960006.93,False,86.53,3.637,214.6513538,7.931,0.0
2,2011-06-24,879520.46,False,85.17,3.594,214.7441108,7.931,0.0
2,2011-07-01,922336.21,False,85.69,3.524,214.8368678,7.852,0.0
2,2011-07-08,898095.52,False,87.7,3.48,214.9296249,7.852,0.0
2,2011-07-15,838504.88,False,89.83,3.575,215.0134426,7.852,0.0
2,2011-07-22,830011.29,False,89.34,3.651,215.0749122,7.852,0.0
2,2011-07-29,806058.1,False,90.07,3.682,215.1363819,7.852,0.0
2,2011-08-05,902465.42,False,93.34,3.684,215.1978515,7.852,0.0
2,2011-08-12,796839.09,False,91.58,3.638,215.2593211,7.852,0.0
2,2011-08-19,785332.64,False,89.86,3.554,215.3229307,7.852,0.0
2,2011-08-26,825681.6,False,90.45,3.523,215.386897,7.852,0.0
2,2011-09-02,744081.89,False,89.64,3.533,215.4508632,7.852,0.0
2,2011-09-09,803382.02,True,77.97,3.546,215.5148295,7.852,0.0
2,2011-09-16,798880.33,False,78.85,3.526,215.6944378,7.852,0.0
2,2011-09-23,761967.28,False,75.58,3.467,216.0282356,7.852,0.0
2,2011-09-30,762765.77,False,78.14,3.355,216.3620333,7.852,0.0
2,2011-10-07,839862.36,False,69.92,3.285,216.6958311,7.441,0.0
2,2011-10-14,791769.98,False,71.67,3.274,217.0048261,7.441,0.0
2,2011-10-21,826556.08,False,64.53,3.353,217.1650042,7.441,0.0
2,2011-10-28,848403.57,False,65.87,3.372,217.3251824,7.441,0.0
2,2011-11-04,844940.7,False,55.53,3.332,217.4853605,7.441,0.0
2,2011-11-18,785461.29,False,62.01,3.308,217.8670218,7.441,16391.04
2,2011-12-09,977794.72,False,41.76,3.158,218.605037,7.441,24878.65
2,2011-12-16,823345.9299999999,False,50.13,3.159,218.8217928,7.441,10525.42
2,2011-12-23,868939.26,False,46.66,3.112,218.9995495,7.441,11014.34
2,2012-01-13,747168.97,False,45.99,3.261,219.5328198,7.057,21559.510000000002
2,2012-01-20,751451.59,False,51.7,3.268,219.6258417,7.057,16093.050000000001
2,2012-01-27,738184.75,False,50.5,3.29,219.7188636,7.057,6170.7300000000005
2,2012-03-09,910251.85,False,57.11,3.669,220.6974332,7.057,22400.4
2,2012-03-16,950829.3,False,63.68,3.734,220.8498468,7.057,10923.99
2,2012-03-23,847633.05,False,64.01,3.787,220.9244858,7.057,13069.11
2,2012-03-30,856696.96,False,66.83,3.845,220.9991248,7.057,19038.87
2,2012-04-06,795545.01,False,68.43,3.891,221.0737638,6.891,22576.29
2,2012-04-13,840523.89,False,68.08,3.891,221.1484028,6.891,21715.91
2,2012-04-20,873085.24,False,65.69,3.877,221.2021074,6.891,14539.140000000001
2,2012-04-27,837912.39,False,67.2,3.814,221.255812,6.891,5932.610000000001
2,2012-05-11,923746.3,False,73.87,3.688,221.3632212,6.891,25402.15
2,2012-05-18,974233.73,False,71.27,3.63,221.380331,6.891,17611.6
2,2012-05-25,840314.76,False,78.19,3.561,221.3828029,6.891,30247.16
2,2012-06-01,789367.88,False,78.38,3.501,221.3852748,6.891,21872.57
2,2012-06-08,870987.36,False,78.69,3.452,221.3877467,6.891,27192.45
2,2012-06-15,939368.84,False,80.56,3.393,221.4009901,6.891,18512.59
2,2012-06-29,821701.03,False,86.32,3.286,221.4813343,6.891,16392.43
2,2012-07-06,784532.1,False,84.2,3.227,221.5215064,6.565,24977.629999999997
2,2012-07-13,860277.93,False,80.17,3.256,221.5616784,6.565,19404.09
2,2012-07-20,851192.59,False,83.23,3.311,221.5701123,6.565,13082.53
2,2012-07-27,823262.0,False,86.37,3.407,221.5785461,6.565,18525.730000000003
2,2012-08-10,878873.41,False,88.55,3.494,221.5954138,6.565,15183.89
2,2012-08-17,869264.54,False,84.79,3.571,221.6751459,6.565,14296.01
2,2012-08-24,868424.4400000001,False,76.91,3.62,221.8083518,6.565,13052.84
2,2012-09-07,867832.97,True,87.65,3.73,222.0747635,6.565,17065.58
2,2012-09-14,805606.49,False,75.88,3.717,222.2174395,6.565,19486.489999999998
2,2012-09-21,839285.92,False,71.09,3.721,222.4169362,6.565,15336.669999999998
2,2012-09-28,804518.89,False,79.45,3.666,222.6164329,6.565,12604.74
2,2012-10-05,841784.08,False,70.27,3.617,222.8159296,6.17,12928.57
2,2012-10-12,884361.55,False,60.97,3.601,223.0154263,6.17,13186.65
2,2012-10-19,870540.0599999999,False,68.08,3.594,223.0598077,6.17,8684.990000000002
2,2012-10-26,836591.16,False,69.79,3.506,223.0783366,6.17,9678.800000000001
3,2010-02-05,305724.27999999997,False,45.71,2.572,214.4248812,7.368,0.0
3,2010-02-12,308195.02,True,47.93,2.548,214.5747916,7.368,0.0
3,2010-02-19,301683.41,False,47.07,2.514,214.6198868,7.368,0.0
3,2010-02-26,263116.77999999997,False,52.05,2.561,214.6475127,7.368,0.0
3,2010-03-05,266774.37,False,53.04,2.625,214.6751386,7.368,0.0
3,2010-03-12,260238.8,False,63.08,2.667,214.7027646,7.368,0.0
3,2010-03-19,259588.17,False,60.42,2.72,214.5301219,7.368,0.0
3,2010-03-26,243523.99,False,57.06,2.732,214.3241011,7.368,0.0
3,2010-04-02,284376.93,False,65.56,2.719,214.1180803,7.343,0.0
3,2010-04-09,270280.94,False,68.0,2.77,213.9120595,7.343,0.0
3,2010-04-16,230989.77,False,66.98,2.808,213.7726889,7.343,0.0
3,2010-04-23,232095.41,False,67.87,2.795,213.7221852,7.343,0.0
3,2010-04-30,239312.4,False,70.24,2.78,213.6716815,7.343,0.0
3,2010-05-07,273303.98,False,73.47,2.835,213.6211778,7.343,0.0
3,2010-05-14,256390.37,False,77.18,2.854,213.6196139,7.343,0.0
3,2010-05-21,234324.26,False,75.81,2.826,213.9116886,7.343,0.0
3,2010-05-28,230795.67,False,78.6,2.759,214.2037634,7.343,0.0
3,2010-06-04,280101.18,False,78.53,2.705,214.4958382,7.343,0.0
3,2010-06-11,242218.13,False,82.1,2.668,214.787913,7.343,0.0
3,2010-06-18,242993.54,False,83.52,2.637,214.7858259,7.343,0.0
3,2010-06-25,241747.57,False,83.79,2.653,214.6660741,7.343,0.0
3,2010-07-02,246999.44,False,82.2,2.669,214.5463222,7.346,0.0
3,2010-07-09,238607.01,False,81.75,2.642,214.4265704,7.346,0.0
3,2010-07-16,225995.46,False,84.32,2.623,214.4176476,7.346,0.0
3,2010-07-23,229308.07,False,83.32,2.608,214.5564968,7.346,0.0
3,2010-07-30,223663.32,False,82.04,2.64,214.695346,7.346,0.0
3,2010-08-06,261882.45,False,85.13,2.627,214.8341952,7.346,0.0
3,2010-08-13,223749.83,False,86.74,2.692,214.9730444,7.346,0.0
3,2010-08-20,236057.79,False,88.02,2.664,214.9314191,7.346,0.0
3,2010-08-27,235757.91,False,86.15,2.619,214.8897938,7.346,0.0
3,2010-09-03,231501.3,False,84.16,2.577,214.8481685,7.346,0.0
3,2010-09-10,224210.93,True,80.84,2.565,214.8065431,7.346,0.0
3,2010-09-17,233496.18,False,82.36,2.582,214.8322484,7.346,0.0
3,2010-09-24,229285.47,False,76.9,2.624,214.9084516,7.346,0.0
3,2010-10-01,230119.76,False,73.6,2.603,214.9846548,7.564,0.0
3,2010-10-08,260936.23,False,66.99,2.633,215.060858,7.564,0.0
3,2010-10-15,222076.3,False,69.71,2.72,215.1293114,7.564,0.0
3,2010-10-22,233175.17,False,71.64,2.725,215.17839,7.564,0.0
3,2010-10-29,234823.23,False,72.04,2.716,215.2274686,7.564,0.0
3,2010-11-05,285037.57,False,62.94,2.689,215.2765472,7.564,0.0
3,2010-11-12,254499.08,False,62.79,2.728,215.3256258,7.564,0.0
3,2010-11-19,267158.2,False,57.72,2.771,215.2074519,7.564,0.0
3,2010-11-26,386845.16,True,68.71,2.735,215.0614025,7.564,0.0
3,2010-12-03,321187.92,False,53.76,2.708,214.9153531,7.564,0.0
3,2010-12-10,340649.47,False,51.13,2.843,214.7693037,7.564,0.0
3,2010-12-17,380992.19,False,52.2,2.869,214.704919,7.564,0.0
3,2010-12-24,442038.92,False,57.16,2.886,214.7017828,7.564,0.0
3,2010-12-31,276607.44,True,53.2,2.943,214.6986466,7.564,0.0
3,2011-01-07,240317.72,False,53.35,2.976,214.6955104,7.551,0.0
3,2011-01-14,246675.96,False,44.76,2.983,214.7470729,7.551,0.0
3,2011-01-21,234530.21,False,50.74,3.016,215.1268275,7.551,0.0
3,2011-01-28,233067.71,False,48.71,3.01,215.5065821,7.551,0.0
3,2011-02-04,306892.89,False,45.95,2.989,215.8863367,7.551,0.0
3,2011-02-11,301471.57,True,43.57,3.022,216.2660913,7.551,0.0
3,2011-02-18,311272.26,False,61.58,3.045,216.5843571,7.551,0.0
3,2011-02-25,271619.36,False,67.4,3.065,216.8780275,7.551,0.0
3,2011-03-04,294608.24,False,65.11,3.288,217.1716979,7.551,0.0
3,2011-03-11,277099.21,False,61.29,3.459,217.4653683,7.551,0.0
3,2011-03-18,284418.71,False,69.47,3.488,217.7235226,7.551,0.0
3,2011-03-25,267794.57,False,72.94,3.473,217.9674705,7.551,0.0
3,2011-04-01,242255.37,False,68.76,3.524,218.2114184,7.574,0.0
3,2011-04-08,271708.43,False,72.55,3.622,218.4553663,7.574,0.0
3,2011-04-15,257969.89,False,75.88,3.743,218.6788642,7.574,0.0
3,2011-04-22,283702.67,False,76.91,3.807,218.851237,7.574,0.0
3,2011-04-29,264433.58,False,78.69,3.81,219.0236099,7.574,0.0
3,2011-05-06,287672.92,False,69.45,3.906,219.1959827,7.574,0.0
3,2011-05-13,276808.72000000003,False,79.87,3.899,219.3683556,7.574,0.0
3,2011-05-20,261402.69,False,75.79,3.907,219.127216,7.574,0.0
3,2011-05-27,268490.82,False,84.41,3.786,218.8860765,7.574,0.0
3,2011-06-03,290724.24,False,84.29,3.699,218.6449369,7.574,0.0
3,2011-06-10,288899.64999999997,False,84.84,3.648,218.4037974,7.574,0.0
3,2011-06-17,299174.2,False,86.96,3.637,218.3551748,7.574,0.0
3,2011-06-24,281611.99,False,84.94,3.594,218.45094,7.574,0.0
3,2011-07-01,276256.81,False,85.1,3.524,218.5467052,7.567,0.0
3,2011-07-08,286531.31,False,85.38,3.48,218.6424704,7.567,0.0
3,2011-07-15,274725.98,False,87.14,3.575,218.7275216,7.567,0.0
3,2011-07-22,268072.58,False,86.19,3.651,218.7857881,7.567,0.0
3,2011-07-29,253588.11000000002,False,88.07,3.682,218.8440545,7.567,0.0
3,2011-08-05,290311.65,False,88.45,3.684,218.9023209,7.567,0.0
3,2011-08-12,274057.48,False,88.88,3.638,218.9605873,7.567,0.0
3,2011-08-19,286645.38,False,88.44,3.554,219.023271,7.567,0.0
3,2011-08-26,265806.36,False,87.67,3.523,219.0866908,7.567,0.0
3,2011-09-02,269219.33,False,89.12,3.533,219.1501106,7.567,0.0
3,2011-09-09,269923.58,True,81.72,3.546,219.2135305,7.567,0.0
3,2011-09-16,261418.9,False,83.63,3.526,219.3972867,7.567,0.0
3,2011-09-23,275475.71,False,80.19,3.467,219.7414914,7.567,0.0
3,2011-09-30,262912.47000000003,False,82.58,3.355,220.085696,7.567,0.0
3,2011-10-07,293370.09,False,75.54,3.285,220.4299007,7.197,0.0
3,2011-10-14,270212.31,False,73.75,3.274,220.7486167,7.197,0.0
3,2011-10-21,303662.78,False,69.03,3.353,220.9144005,7.197,0.0
3,2011-10-28,292439.33,False,71.04,3.372,221.0801842,7.197,0.0
3,2011-11-04,333842.46,False,59.31,3.332,221.245968,7.197,0.0
3,2011-11-11,304945.17,False,61.7,3.297,221.4117517,7.197,12570.119999999999
3,2011-11-18,305996.39,False,63.91,3.308,221.6432852,7.197,5217.89
3,2011-12-02,348215.2,False,54.97,3.172,222.1589519,7.197,9342.900000000001
3,2011-12-09,370692.8,False,49.26,3.158,222.4167852,7.197,8040.789999999999
3,2011-12-16,407906.12,False,57.95,3.159,222.6426418,7.197,3722.77
